100, 1, 114.0, 0.0, 32.0, 22.0, 1, -1, -1, -1
101, 1, 114.0, 0.0, 32.0, 27.0, 1, -1, -1, -1
102, 1, 114.0, 0.0, 32.0, 32.0, 1, -1, -1, -1
103, 1, 114.0, 0.0, 32.0, 38.0, 1, -1, -1, -1
104, 1, 114.0, 0.0, 32.0, 44.0, 1, -1, -1, -1
105, 1, 113.0, 0.0, 33.0, 50.0, 1, -1, -1, -1
106, 1, 111.0, 0.0, 35.0, 57.0, 1, -1, -1, -1
107, 1, 110.0, 0.0, 36.0, 64.0, 1, -1, -1, -1
108, 1, 108.0, 0.0, 38.0, 72.0, 1, -1, -1, -1
109, 1, 107.0, 0.0, 39.0, 80.0, 1, -1, -1, -1
110, 1, 107.0, 0.0, 39.0, 89.0, 1, -1, -1, -1
111, 1, 107.0, 0.0, 39.0, 97.0, 1, -1, -1, -1
112, 1, 106.0, 8.0, 40.0, 99.0, 1, -1, -1, -1
113, 1, 106.0, 18.0, 40.0, 98.0, 1, -1, -1, -1
114, 1, 106.0, 28.0, 40.0, 98.0, 1, -1, -1, -1
115, 1, 106.0, 38.0, 40.0, 99.0, 1, -1, -1, -1
116, 1, 106.0, 49.0, 40.0, 99.0, 1, -1, -1, -1
117, 1, 106.0, 60.0, 40.0, 99.0, 1, -1, -1, -1
118, 1, 106.0, 71.0, 40.0, 99.0, 1, -1, -1, -1
119, 1, 106.0, 83.0, 40.0, 100.0, 1, -1, -1, -1
120, 1, 106.0, 95.0, 40.0, 100.0, 1, -1, -1, -1
121, 1, 106.0, 108.0, 40.0, 100.0, 1, -1, -1, -1
122, 1, 106.0, 121.0, 40.0, 100.0, 1, -1, -1, -1
123, 1, 106.0, 134.0, 40.0, 101.0, 1, -1, -1, -1
124, 1, 106.0, 148.0, 40.0, 101.0, 1, -1, -1, -1
125, 1, 106.0, 162.0, 40.0, 101.0, 1, -1, -1, -1
126, 1, 106.0, 177.0, 40.0, 101.0, 1, -1, -1, -1
127, 1, 106.0, 192.0, 40.0, 101.0, 1, -1, -1, -1
128, 1, 106.0, 207.0, 39.0, 102.0, 1, -1, -1, -1
129, 1, 106.0, 223.0, 39.0, 102.0, 1, -1, -1, -1
130, 1, 106.0, 239.0, 39.0, 102.0, 1, -1, -1, -1
131, 1, 106.0, 256.0, 39.0, 102.0, 1, -1, -1, -1
132, 1, 106.0, 273.0, 39.0, 102.0, 1, -1, -1, -1
133, 1, 106.0, 290.0, 39.0, 103.0, 1, -1, -1, -1
134, 1, 106.0, 308.0, 39.0, 103.0, 1, -1, -1, -1
135, 1, 105.0, 326.0, 40.0, 103.0, 1, -1, -1, -1
136, 1, 105.0, 344.0, 40.0, 104.0, 1, -1, -1, -1
137, 1, 105.0, 363.0, 40.0, 104.0, 1, -1, -1, -1
138, 1, 105.0, 382.0, 40.0, 105.0, 1, -1, -1, -1
139, 1, 105.0, 402.0, 40.0, 104.0, 1, -1, -1, -1
140, 1, 105.0, 422.0, 40.0, 105.0, 1, -1, -1, -1
